Fx1 Fz1 M_max M_min
7.4 -2 0.19845 -0.182944
7.5 -2 0.197975 -0.182506
7.6 -2 0.197499 -0.182067
7.7 -2 0.197024 -0.181629
7.8 -2 0.196548 -0.18119
7.9 -2 0.196072 -0.180752
8 -2 0.195597 -0.180314
8.1 -2 0.195121 -0.179875
8.2 -2 0.194646 -0.179437
8.3 -2 0.19417 -0.178998
8.4 -2 0.193695 -0.17856
8.5 -2 0.193219 -0.178122
8.6 -2 0.192743 -0.177683
8.7 -2 0.192268 -0.177245
8.8 -2 0.191792 -0.176806
8.9 -2 0.191317 -0.176368
9 -2 0.190841 -0.17593
9.1 -2 0.190366 -0.175491
9.2 -2 0.18989 -0.175053
9.3 -2 0.189415 -0.174614
9.4 -2 0.188939 -0.174176
9.5 -2 0.188463 -0.173738
9.6 -2 0.187988 -0.173299
9.7 -2 0.187512 -0.172861
9.8 -2 0.187037 -0.172422
9.9 -2 0.186561 -0.171984
10 -2 0.186086 -0.171545
10.1 -2 0.18561 -0.171107
10.2 -2 0.185135 -0.170669
10.3 -2 0.184659 -0.17023
10.4 -2 0.184183 -0.169792
10.5 -2 0.183708 -0.169353
10.6 -2 0.183232 -0.168915
10.7 -2 0.182757 -0.168477
10.8 -2 0.182281 -0.168038
10.9 -2 0.181806 -0.1676
11 -2 0.18133 -0.167161
11.1 -2 0.180854 -0.166723
11.2 -2 0.180379 -0.166285
11.3 -2 0.179903 -0.165846
11.4 -2 0.179428 -0.165408
11.5 -2 0.178952 -0.164969
11.6 -2 0.178477 -0.164531
11.7 -2 0.178001 -0.164093
11.8 -2 0.177526 -0.163654
11.9 -2 0.17705 -0.163216
12 -2 0.176574 -0.162777
12.1 -2 0.176099 -0.162339
12.2 -2 0.175623 -0.161901
12.3 -2 0.175148 -0.161462
12.4 -2 0.174672 -0.161024
12.5 -2 0.174197 -0.160585
12.6 -2 0.173721 -0.160147
12.7 -2 0.173246 -0.159709
12.8 -2 0.17277 -0.15927
12.9 -2 0.172294 -0.158832
13 -2 0.171819 -0.158393
13.1 -2 0.171343 -0.157955
13.2 -2 0.170868 -0.157517
13.3 -2 0.170392 -0.157078
13.4 -2 0.169917 -0.15664
13.5 -2 0.169441 -0.156201
13.6 -2 0.168965 -0.155763
13.7 -2 0.16849 -0.155325
13.8 -2 0.168014 -0.154886
13.9 -2 0.167539 -0.154448
14 -2 0.167063 -0.154009
14.1 -2 0.166588 -0.153571
14.2 -2 0.166112 -0.153133
14.3 -2 0.165637 -0.152694
14.4 -2 0.165161 -0.152256
14.5 -2 0.164685 -0.151817
14.6 -2 0.16421 -0.151379
14.7 -2 0.163734 -0.150941
14.8 -2 0.163259 -0.150502
14.9 -2 0.162783 -0.150064
15 -2 0.162308 -0.149625
15.1 -2 0.161832 -0.149187
15.2 -2 0.161356 -0.148749
15.3 -2 0.160881 -0.14831
15.4 -2 0.160405 -0.147872
15.5 -2 0.15993 -0.147433
15.6 -2 0.159454 -0.146995
15.7 -2 0.158979 -0.146557
15.8 -2 0.158503 -0.146118
15.9 -2 0.158028 -0.14568
16 -2 0.157552 -0.145241
16.1 -2 0.157076 -0.144803
16.2 -2 0.156601 -0.144365
16.3 -2 0.156125 -0.143926
16.4 -2 0.15565 -0.143488
16.5 -2 0.155174 -0.143049
16.6 -2 0.154699 -0.142611
16.7 -2 0.154223 -0.142173
16.8 -2 0.153748 -0.141734
16.9 -2 0.153272 -0.141296
17 -2 0.152796 -0.140857
17.1 -2 0.152321 -0.140419
17.2 -2 0.151845 -0.139981
17.3 -2 0.15137 -0.139542
17.4 -2 0.150894 -0.139104
17.5 -2 0.150419 -0.138665
17.6 -2 0.149943 -0.138227
17.7 -2 0.149467 -0.137789
17.8 -2 0.148992 -0.13735
17.9 -2 0.148516 -0.136912
18 -2 0.148041 -0.136473
18.1 -2 0.147565 -0.136035
18.2 -2 0.14709 -0.135597
18.3 -2 0.146614 -0.135158
18.4 -2 0.146139 -0.135265
18.5 -2 0.145663 -0.124044
18.6 -2 0.145187 -0.112822
18.7 -2 0.144712 -0.101601
18.8 -2 0.144236 -0.0903797
18.9 -2 0.143761 -0.0791583
19 -2 0.143285 -0.0679369
19.1 -2 0.14281 -0.0567155
19.2 -2 0.142334 -0.0454941
19.3 -2 0.141859 -0.0342727
19.4 -2 0.141383 -0.0230514
19.5 -2 0.140907 -0.01183
19.6 -2 0.140432 -0.000608591
19.7 -2 0.139956 0.0106128
19.8 -2 0.139481 0.0218342
19.9 -2 0.139005 0.0330556
-20 -1 -0.0442769 -0.114944
-19.9 -1 -0.0330556 -0.11542
-19.8 -1 -0.0218342 -0.115896
-19.7 -1 -0.0106128 -0.116371
-19.6 -1 0.000608591 -0.116847
-19.5 -1 0.01183 -0.117322
-19.4 -1 0.0230514 -0.117798
-19.3 -1 0.0342727 -0.118273
-19.2 -1 0.0454941 -0.118749
-19.1 -1 0.0567155 -0.119224
-19 -1 0.0679369 -0.1197
-18.9 -1 0.0791583 -0.120176
-18.8 -1 0.0903797 -0.120651
-18.7 -1 0.101601 -0.121127
-18.6 -1 0.112822 -0.121602
-18.5 -1 0.112539 -0.122078
-18.4 -1 0.112977 -0.122553
-18.3 -1 0.113416 -0.123029
-18.2 -1 0.113854 -0.123504
-18.1 -1 0.114293 -0.12398
-18 -1 0.114731 -0.124456
-17.9 -1 0.115169 -0.124931
-17.8 -1 0.115608 -0.125407
-17.7 -1 0.116046 -0.125882
-17.6 -1 0.116485 -0.126358
-17.5 -1 0.116923 -0.126833
-17.4 -1 0.117361 -0.127309
-17.3 -1 0.1178 -0.127785
-17.2 -1 0.118238 -0.12826
-17.1 -1 0.118677 -0.128736
-17 -1 0.119115 -0.129211
-16.9 -1 0.119553 -0.129687
-16.8 -1 0.119992 -0.130162
-16.7 -1 0.12043 -0.130638
-16.6 -1 0.120869 -0.131113
-16.5 -1 0.121307 -0.131589
-16.4 -1 0.121745 -0.132065
-16.3 -1 0.122184 -0.13254
-16.2 -1 0.122622 -0.133016
-16.1 -1 0.123061 -0.133491
-16 -1 0.123499 -0.133967
-15.9 -1 0.123937 -0.134442
-15.8 -1 0.124376 -0.134918
-15.7 -1 0.124814 -0.135394
-15.6 -1 0.125253 -0.135869
-15.5 -1 0.125691 -0.136345
-15.4 -1 0.126129 -0.13682
-15.3 -1 0.126568 -0.137296
-15.2 -1 0.127006 -0.137771
-15.1 -1 0.127445 -0.138247
-15 -1 0.127883 -0.138722
-14.9 -1 0.128322 -0.139198
-14.8 -1 0.12876 -0.139674
-14.7 -1 0.129198 -0.140149
-14.6 -1 0.129637 -0.140625
-14.5 -1 0.130075 -0.1411
-14.4 -1 0.130514 -0.141576
-14.3 -1 0.130952 -0.142051
-14.2 -1 0.13139 -0.142527
-14.1 -1 0.131829 -0.143002
-14 -1 0.132267 -0.143478
-13.9 -1 0.132706 -0.143954
-13.8 -1 0.133144 -0.144429
-13.7 -1 0.133582 -0.144905
-13.6 -1 0.134021 -0.14538
-13.5 -1 0.134459 -0.145856
-13.4 -1 0.134898 -0.146331
-13.3 -1 0.135336 -0.146807
-13.2 -1 0.135774 -0.147283
-13.1 -1 0.136213 -0.147758
-13 -1 0.136651 -0.148234
-12.9 -1 0.13709 -0.148709
-12.8 -1 0.137528 -0.149185
-12.7 -1 0.137966 -0.14966
-12.6 -1 0.138405 -0.150136
-12.5 -1 0.138843 -0.150611
-12.4 -1 0.139282 -0.151087
-12.3 -1 0.13972 -0.151563
-12.2 -1 0.140158 -0.152038
-12.1 -1 0.140597 -0.152514
-12 -1 0.141035 -0.152989
-11.9 -1 0.141474 -0.153465
-11.8 -1 0.141912 -0.15394
-11.7 -1 0.14235 -0.154416
-11.6 -1 0.142789 -0.154891
-11.5 -1 0.143227 -0.155367
-11.4 -1 0.143666 -0.155843
-11.3 -1 0.144104 -0.156318
-11.2 -1 0.144542 -0.156794
-11.1 -1 0.144981 -0.157269
-11 -1 0.145419 -0.157745
-10.9 -1 0.145858 -0.15822
-10.8 -1 0.146296 -0.158696
-10.7 -1 0.146734 -0.159172
-10.6 -1 0.147173 -0.159647
-10.5 -1 0.147611 -0.160123
-10.4 -1 0.14805 -0.160598
-10.3 -1 0.148488 -0.161074
-10.2 -1 0.148926 -0.161549
-10.1 -1 0.149365 -0.162025
-10 -1 0.149803 -0.1625
-9.9 -1 0.150242 -0.162976
-9.8 -1 0.15068 -0.163452
-9.7 -1 0.151118 -0.163927
-9.6 -1 0.151557 -0.164403
-9.5 -1 0.151995 -0.164878
-9.4 -1 0.152434 -0.165354
-9.3 -1 0.152872 -0.165829
-9.2 -1 0.15331 -0.166305
-9.1 -1 0.153749 -0.166781
-9 -1 0.154187 -0.167256
-8.9 -1 0.154626 -0.167732
-8.8 -1 0.155064 -0.168207
-8.7 -1 0.155502 -0.168683
-8.6 -1 0.155941 -0.169158
-8.5 -1 0.156379 -0.169634
-8.4 -1 0.156818 -0.170109
-8.3 -1 0.157256 -0.170585
-8.2 -1 0.157694 -0.171061
-8.1 -1 0.158133 -0.171536
-8 -1 0.158571 -0.172012
-7.9 -1 0.15901 -0.172487
-7.8 -1 0.159448 -0.172963
-7.7 -1 0.159886 -0.173438
-7.6 -1 0.160325 -0.173914
-7.5 -1 0.160763 -0.174389
-7.4 -1 0.161202 -0.174865
-7.3 -1 0.16164 -0.175341
-7.2 -1 0.162078 -0.175816
-7.1 -1 0.162517 -0.176292
-7 -1 0.162955 -0.176767
-6.9 -1 0.163394 -0.177243
-6.8 -1 0.163832 -0.177718
-6.7 -1 0.16427 -0.178194
-6.6 -1 0.164709 -0.17867
-6.5 -1 0.165147 -0.179145
-6.4 -1 0.165586 -0.179621
-6.3 -1 0.166024 -0.180096
-6.2 -1 0.166462 -0.180572
-6.1 -1 0.166901 -0.181047
-6 -1 0.167339 -0.181523
-5.9 -1 0.167778 -0.181998
-5.8 -1 0.168216 -0.182474
-5.7 -1 0.168654 -0.18295
-5.6 -1 0.169093 -0.183425
-5.5 -1 0.169531 -0.183901
-5.4 -1 0.16997 -0.184376
-5.3 -1 0.170408 -0.184852
-5.2 -1 0.170846 -0.185327
-5.1 -1 0.171285 -0.185803
-5 -1 0.171723 -0.186278
-4.9 -1 0.172162 -0.186754
-4.8 -1 0.1726 -0.18723
-4.7 -1 0.173038 -0.187705
-4.6 -1 0.173477 -0.188181
-4.5 -1 0.173915 -0.188656
-4.4 -1 0.174354 -0.189132
-4.3 -1 0.174792 -0.189607
-4.2 -1 0.17523 -0.190083
-4.1 -1 0.175669 -0.190559
-4 -1 0.176107 -0.191034
-3.9 -1 0.176546 -0.19151
-3.8 -1 0.176984 -0.191985
-3.7 -1 0.177423 -0.192461
-3.6 -1 0.177861 -0.192936
-3.5 -1 0.178299 -0.193412
-3.4 -1 0.178738 -0.193887
-3.3 -1 0.179176 -0.194363
-3.2 -1 0.179615 -0.194839
-3.1 -1 0.180053 -0.195314
-3 -1 0.180491 -0.19579
-2.9 -1 0.18093 -0.196265
-2.8 -1 0.181368 -0.196741
-2.7 -1 0.181807 -0.197216
-2.6 -1 0.182245 -0.197692
-2.5 -1 0.182683 -0.198168
-2.4 -1 0.183122 -0.198643
-2.3 -1 0.18356 -0.199119
-2.2 -1 0.183999 -0.199594
-2.1 -1 0.184437 -0.20007
-2 -1 0.184875 -0.200545
-1.9 -1 0.185314 -0.201021
-1.8 -1 0.185752 -0.201535
-1.7 -1 0.186191 -0.201096
-1.6 -1 0.186629 -0.200658
-1.5 -1 0.187067 -0.200219
-1.4 -1 0.187506 -0.199781
-1.3 -1 0.187944 -0.199343
-1.2 -1 0.188383 -0.198904
-1.1 -1 0.188821 -0.198466
-1 -1 0.189259 -0.198027
-0.9 -1 0.189698 -0.197589
-0.8 -1 0.190136 -0.197151
-0.7 -1 0.190575 -0.196712
-0.6 -1 0.191013 -0.196274
-0.5 -1 0.191451 -0.195835
-0.4 -1 0.19189 -0.195397
-0.3 -1 0.192328 -0.194959
-0.2 -1 0.192767 -0.19452
-0.1 -1 0.193205 -0.194082
1.52933e-14 -1 0.193643 -0.193643
0.1 -1 0.194082 -0.193205
0.2 -1 0.19452 -0.192767
0.3 -1 0.194959 -0.192328
0.4 -1 0.195397 -0.19189
0.5 -1 0.195835 -0.191451
0.6 -1 0.196274 -0.191013
0.7 -1 0.196712 -0.190575
0.8 -1 0.197151 -0.190136
0.9 -1 0.197589 -0.189698
1 -1 0.198027 -0.189259
1.1 -1 0.198466 -0.188821
1.2 -1 0.198904 -0.188383
1.3 -1 0.199343 -0.187944
1.4 -1 0.199781 -0.187506
1.5 -1 0.200219 -0.187067
1.6 -1 0.200658 -0.186629
1.7 -1 0.201096 -0.186191
1.8 -1 0.201535 -0.185752
1.9 -1 0.201021 -0.185314
2 -1 0.200545 -0.184875
2.1 -1 0.20007 -0.184437
2.2 -1 0.199594 -0.183999
2.3 -1 0.199119 -0.18356
2.4 -1 0.198643 -0.183122
2.5 -1 0.198168 -0.182683
2.6 -1 0.197692 -0.182245
2.7 -1 0.197216 -0.181807
2.8 -1 0.196741 -0.181368
2.9 -1 0.196265 -0.18093
3 -1 0.19579 -0.180491
3.1 -1 0.195314 -0.180053
3.2 -1 0.194839 -0.179615
3.3 -1 0.194363 -0.179176
3.4 -1 0.193887 -0.178738
3.5 -1 0.193412 -0.178299
3.6 -1 0.192936 -0.177861
3.7 -1 0.192461 -0.177423
3.8 -1 0.191985 -0.176984
3.9 -1 0.19151 -0.176546
4 -1 0.191034 -0.176107
4.1 -1 0.190559 -0.175669
4.2 -1 0.190083 -0.17523
4.3 -1 0.189607 -0.174792
4.4 -1 0.189132 -0.174354
4.5 -1 0.188656 -0.173915
4.6 -1 0.188181 -0.173477
4.7 -1 0.187705 -0.173038
4.8 -1 0.18723 -0.1726
4.9 -1 0.186754 -0.172162
5 -1 0.186278 -0.171723
5.1 -1 0.185803 -0.171285
5.2 -1 0.185327 -0.170846
5.3 -1 0.184852 -0.170408
5.4 -1 0.184376 -0.16997
5.5 -1 0.183901 -0.169531
5.6 -1 0.183425 -0.169093
5.7 -1 0.18295 -0.168654
5.8 -1 0.182474 -0.168216
5.9 -1 0.181998 -0.167778
6 -1 0.181523 -0.167339
6.1 -1 0.181047 -0.166901
6.2 -1 0.180572 -0.166462
6.3 -1 0.180096 -0.166024
6.4 -1 0.179621 -0.165586
6.5 -1 0.179145 -0.165147
6.6 -1 0.17867 -0.164709
6.7 -1 0.178194 -0.16427
6.8 -1 0.177718 -0.163832
6.9 -1 0.177243 -0.163394
7 -1 0.176767 -0.162955
7.1 -1 0.176292 -0.162517
7.2 -1 0.175816 -0.162078
7.3 -1 0.175341 -0.16164
7.4 -1 0.174865 -0.161202
7.5 -1 0.174389 -0.160763
7.6 -1 0.173914 -0.160325
7.7 -1 0.173438 -0.159886
7.8 -1 0.172963 -0.159448
7.9 -1 0.172487 -0.15901
8 -1 0.172012 -0.158571
8.1 -1 0.171536 -0.158133
8.2 -1 0.171061 -0.157694
8.3 -1 0.170585 -0.157256
8.4 -1 0.170109 -0.156818
8.5 -1 0.169634 -0.156379
8.6 -1 0.169158 -0.155941
8.7 -1 0.168683 -0.155502
8.8 -1 0.168207 -0.155064
8.9 -1 0.167732 -0.154626
9 -1 0.167256 -0.154187
9.1 -1 0.166781 -0.153749
9.2 -1 0.166305 -0.15331
9.3 -1 0.165829 -0.152872
9.4 -1 0.165354 -0.152434
9.5 -1 0.164878 -0.151995
9.6 -1 0.164403 -0.151557
9.7 -1 0.163927 -0.151118
9.8 -1 0.163452 -0.15068
9.9 -1 0.162976 -0.150242
10 -1 0.1625 -0.149803
10.1 -1 0.162025 -0.149365
10.2 -1 0.161549 -0.148926
10.3 -1 0.161074 -0.148488
10.4 -1 0.160598 -0.14805
10.5 -1 0.160123 -0.147611
10.6 -1 0.159647 -0.147173
10.7 -1 0.159172 -0.146734
10.8 -1 0.158696 -0.146296
10.9 -1 0.15822 -0.145858
11 -1 0.157745 -0.145419
11.1 -1 0.157269 -0.144981
11.2 -1 0.156794 -0.144542
11.3 -1 0.156318 -0.144104
11.4 -1 0.155843 -0.143666
11.5 -1 0.155367 -0.143227
11.6 -1 0.154891 -0.142789
11.7 -1 0.154416 -0.14235
11.8 -1 0.15394 -0.141912
11.9 -1 0.153465 -0.141474
12 -1 0.152989 -0.141035
12.1 -1 0.152514 -0.140597
12.2 -1 0.152038 -0.140158
12.3 -1 0.151563 -0.13972
12.4 -1 0.151087 -0.139282
12.5 -1 0.150611 -0.138843
12.6 -1 0.150136 -0.138405
12.7 -1 0.14966 -0.137966
12.8 -1 0.149185 -0.137528
12.9 -1 0.148709 -0.13709
13 -1 0.148234 -0.136651
13.1 -1 0.147758 -0.136213
13.2 -1 0.147283 -0.135774
13.3 -1 0.146807 -0.135336
13.4 -1 0.146331 -0.134898
13.5 -1 0.145856 -0.134459
13.6 -1 0.14538 -0.134021
13.7 -1 0.144905 -0.133582
13.8 -1 0.144429 -0.133144
13.9 -1 0.143954 -0.132706
14 -1 0.143478 -0.132267
14.1 -1 0.143002 -0.131829
14.2 -1 0.142527 -0.13139
14.3 -1 0.142051 -0.130952
14.4 -1 0.141576 -0.130514
14.5 -1 0.1411 -0.130075
14.6 -1 0.140625 -0.129637
14.7 -1 0.140149 -0.129198
14.8 -1 0.139674 -0.12876
14.9 -1 0.139198 -0.128322
15 -1 0.138722 -0.127883
15.1 -1 0.138247 -0.127445
15.2 -1 0.137771 -0.127006
15.3 -1 0.137296 -0.126568
15.4 -1 0.13682 -0.126129
15.5 -1 0.136345 -0.125691
15.6 -1 0.135869 -0.125253
15.7 -1 0.135394 -0.124814
15.8 -1 0.134918 -0.124376
15.9 -1 0.134442 -0.123937
16 -1 0.133967 -0.123499
16.1 -1 0.133491 -0.123061
16.2 -1 0.133016 -0.122622
16.3 -1 0.13254 -0.122184
16.4 -1 0.132065 -0.121745
16.5 -1 0.131589 -0.121307
16.6 -1 0.131113 -0.120869
16.7 -1 0.130638 -0.12043
16.8 -1 0.130162 -0.119992
16.9 -1 0.129687 -0.119553
17 -1 0.129211 -0.119115
17.1 -1 0.128736 -0.118677
17.2 -1 0.12826 -0.118238
17.3 -1 0.127785 -0.1178
17.4 -1 0.127309 -0.117361
17.5 -1 0.126833 -0.116923
17.6 -1 0.126358 -0.116485
17.7 -1 0.125882 -0.116046
17.8 -1 0.125407 -0.115608
17.9 -1 0.124931 -0.115169
18 -1 0.124456 -0.114731
18.1 -1 0.12398 -0.114293
18.2 -1 0.123504 -0.113854
18.3 -1 0.123029 -0.113416
18.4 -1 0.122553 -0.112977
18.5 -1 0.122078 -0.112539
18.6 -1 0.121602 -0.112822
18.7 -1 0.121127 -0.101601
18.8 -1 0.120651 -0.0903797
18.9 -1 0.120176 -0.0791583
19 -1 0.1197 -0.0679369
19.1 -1 0.119224 -0.0567155
19.2 -1 0.118749 -0.0454941
19.3 -1 0.118273 -0.0342727
19.4 -1 0.117798 -0.0230514
19.5 -1 0.117322 -0.01183
19.6 -1 0.116847 -0.000608591
19.7 -1 0.116371 0.0106128
19.8 -1 0.115896 0.0218342
19.9 -1 0.11542 0.0330556
-20 0 -0.0442769 -0.0913592
-19.9 0 -0.0330556 -0.0918348
-19.8 0 -0.0218342 -0.0923103
-19.7 0 -0.0106128 -0.0927859
-19.6 0 0.000608591 -0.0932615
-19.5 0 0.01183 -0.093737
-19.4 0 0.0230514 -0.0942126
-19.3 0 0.0342727 -0.0946881
-19.2 0 0.0454941 -0.0951637
-19.1 0 0.0567155 -0.0956393
-19 0 0.0679369 -0.0961148
-18.9 0 0.0791583 -0.0965904
-18.8 0 0.0894815 -0.097066
-18.7 0 0.0899199 -0.0975415
-18.6 0 0.0903583 -0.0980171
-18.5 0 0.0907967 -0.0984926
-18.4 0 0.0912351 -0.0989682
-18.3 0 0.0916735 -0.0994438
-18.2 0 0.0921119 -0.0999193
-18.1 0 0.0925503 -0.100395
-18 0 0.0929887 -0.10087
-17.9 0 0.0934271 -0.101346
-17.8 0 0.0938655 -0.101822
-17.7 0 0.0943039 -0.102297
-17.6 0 0.0947423 -0.102773
-17.5 0 0.0951807 -0.103248
-17.4 0 0.0956191 -0.103724
-17.3 0 0.0960576 -0.104199
-17.2 0 0.096496 -0.104675
-17.1 0 0.0969344 -0.10515
-17 0 0.0973728 -0.105626
-16.9 0 0.0978112 -0.106102
-16.8 0 0.0982496 -0.106577
-16.7 0 0.098688 -0.107053
-16.6 0 0.0991264 -0.107528
-16.5 0 0.0995648 -0.108004
-16.4 0 0.100003 -0.108479
-16.3 0 0.100442 -0.108955
-16.2 0 0.10088 -0.109431
-16.1 0 0.101318 -0.109906
-16 0 0.101757 -0.110382
-15.9 0 0.102195 -0.110857
-15.8 0 0.102634 -0.111333
-15.7 0 0.103072 -0.111808
-15.6 0 0.10351 -0.112284
-15.5 0 0.103949 -0.112759
-15.4 0 0.104387 -0.113235
-15.3 0 0.104826 -0.113711
-15.2 0 0.105264 -0.114186
-15.1 0 0.105702 -0.114662
-15 0 0.106141 -0.115137
-14.9 0 0.106579 -0.115613
-14.8 0 0.107018 -0.116088
-14.7 0 0.107456 -0.116564
-14.6 0 0.107894 -0.117039
-14.5 0 0.108333 -0.117515
-14.4 0 0.108771 -0.117991
-14.3 0 0.10921 -0.118466
-14.2 0 0.109648 -0.118942
-14.1 0 0.110086 -0.119417
-14 0 0.110525 -0.119893
-13.9 0 0.110963 -0.120368
-13.8 0 0.111402 -0.120844
-13.7 0 0.11184 -0.12132
-13.6 0 0.112278 -0.121795
-13.5 0 0.112717 -0.122271
-13.4 0 0.113155 -0.122746
-13.3 0 0.113594 -0.123222
-13.2 0 0.114032 -0.123697
-13.1 0 0.11447 -0.124173
-13 0 0.114909 -0.124648
-12.9 0 0.115347 -0.125124
-12.8 0 0.115786 -0.1256
-12.7 0 0.116224 -0.126075
-12.6 0 0.116662 -0.126551
-12.5 0 0.117101 -0.127026
-12.4 0 0.117539 -0.127502
-12.3 0 0.117978 -0.127977
-12.2 0 0.118416 -0.128453
-12.1 0 0.118854 -0.128929
-12 0 0.119293 -0.129404
-11.9 0 0.119731 -0.12988
-11.8 0 0.12017 -0.130355
-11.7 0 0.120608 -0.130831
-11.6 0 0.121046 -0.131306
-11.5 0 0.121485 -0.131782
-11.4 0 0.121923 -0.132257
-11.3 0 0.122362 -0.132733
-11.2 0 0.1228 -0.133209
-11.1 0 0.123238 -0.133684
-11 0 0.123677 -0.13416
-10.9 0 0.124115 -0.134635
-10.8 0 0.124554 -0.135111
-10.7 0 0.124992 -0.135586
-10.6 0 0.12543 -0.136062
-10.5 0 0.125869 -0.136537
-10.4 0 0.126307 -0.137013
-10.3 0 0.126746 -0.137489
-10.2 0 0.127184 -0.137964
-10.1 0 0.127622 -0.13844
-10 0 0.128061 -0.138915
-9.9 0 0.128499 -0.139391
-9.8 0 0.128938 -0.139866
-9.7 0 0.129376 -0.140342
-9.6 0 0.129814 -0.140818
-9.5 0 0.130253 -0.141293
-9.4 0 0.130691 -0.141769
-9.3 0 0.13113 -0.142244
-9.2 0 0.131568 -0.14272
-9.1 0 0.132007 -0.143195
-9 0 0.132445 -0.143671
-8.9 0 0.132883 -0.144146
-8.8 0 0.133322 -0.144622
-8.7 0 0.13376 -0.145098
-8.6 0 0.134199 -0.145573
-8.5 0 0.134637 -0.146049
-8.4 0 0.135075 -0.146524
-8.3 0 0.135514 -0.147
-8.2 0 0.135952 -0.147475
-8.1 0 0.136391 -0.147951
-8 0 0.136829 -0.148426
-7.9 0 0.137267 -0.148902
-7.8 0 0.137706 -0.149378
-7.7 0 0.138144 -0.149853
-7.6 0 0.138583 -0.150329
-7.5 0 0.139021 -0.150804
-7.4 0 0.139459 -0.15128
-7.3 0 0.139898 -0.151755
-7.2 0 0.140336 -0.152231
-7.1 0 0.140775 -0.152707
-7 0 0.141213 -0.153182
-6.9 0 0.141651 -0.153658
-6.8 0 0.14209 -0.154133
-6.7 0 0.142528 -0.154609
-6.6 0 0.142967 -0.155084
-6.5 0 0.143405 -0.15556
-6.4 0 0.143843 -0.156035
-6.3 0 0.144282 -0.156511
-6.2 0 0.14472 -0.156987
-6.1 0 0.145159 -0.157462
-6 0 0.145597 -0.157938
-5.9 0 0.146035 -0.158413
-5.8 0 0.146474 -0.158889
-5.7 0 0.146912 -0.159364
-5.6 0 0.147351 -0.15984
-5.5 0 0.147789 -0.160316
-5.4 0 0.148227 -0.160791
-5.3 0 0.148666 -0.161267
-5.2 0 0.149104 -0.161742
-5.1 0 0.149543 -0.162218
-5 0 0.149981 -0.162693
-4.9 0 0.150419 -0.163169
-4.8 0 0.150858 -0.163644
-4.7 0 0.151296 -0.16412
-4.6 0 0.151735 -0.164596
-4.5 0 0.152173 -0.165071
-4.4 0 0.152611 -0.165547
-4.3 0 0.15305 -0.166022
-4.2 0 0.153488 -0.166498
-4.1 0 0.153927 -0.166973
-4 0 0.154365 -0.167449
-3.9 0 0.154803 -0.167924
-3.8 0 0.155242 -0.1684
-3.7 0 0.15568 -0.168876
-3.6 0 0.156119 -0.169351
-3.5 0 0.156557 -0.169827
-3.4 0 0.156995 -0.170302
-3.3 0 0.157434 -0.170778
-3.2 0 0.157872 -0.171253
-3.1 0 0.158311 -0.171729
-3 0 0.158749 -0.172205
-2.9 0 0.159187 -0.17268
-2.8 0 0.159626 -0.173156
-2.7 0 0.160064 -0.173631
-2.6 0 0.160503 -0.174107
-2.5 0 0.160941 -0.174582
-2.4 0 0.161379 -0.175058
-2.3 0 0.161818 -0.175533
-2.2 0 0.162256 -0.176009
-2.1 0 0.162695 -0.176485
-2 0 0.163133 -0.17696
-1.9 0 0.163571 -0.177436
-1.8 0 0.16401 -0.177911
-1.7 0 0.164448 -0.178387
-1.6 0 0.164887 -0.178915
-1.5 0 0.165325 -0.178477
-1.4 0 0.165763 -0.178039
-1.3 0 0.166202 -0.1776
-1.2 0 0.16664 -0.177162
-1.1 0 0.167079 -0.176723
-1 0 0.167517 -0.176285
-0.9 0 0.167955 -0.175847
-0.8 0 0.168394 -0.175408
-0.7 0 0.168832 -0.17497
-0.6 0 0.169271 -0.174531
-0.5 0 0.169709 -0.174093
-0.4 0 0.170147 -0.173655
-0.3 0 0.170586 -0.173216
-0.2 0 0.171024 -0.172778
-0.1 0 0.171463 -0.172339
1.52933e-14 0 0.171901 -0.171901
0.1 0 0.172339 -0.171463
0.2 0 0.172778 -0.171024
0.3 0 0.173216 -0.170586
0.4 0 0.173655 -0.170147
0.5 0 0.174093 -0.169709
0.6 0 0.174531 -0.169271
0.7 0 0.17497 -0.168832
0.8 0 0.175408 -0.168394
0.9 0 0.175847 -0.167955
1 0 0.176285 -0.167517
1.1 0 0.176723 -0.167079
1.2 0 0.177162 -0.16664
1.3 0 0.1776 -0.166202
1.4 0 0.178039 -0.165763
1.5 0 0.178477 -0.165325
1.6 0 0.178915 -0.164887
1.7 0 0.178387 -0.164448
1.8 0 0.177911 -0.16401
1.9 0 0.177436 -0.163571
2 0 0.17696 -0.163133
2.1 0 0.176485 -0.162695
2.2 0 0.176009 -0.162256
2.3 0 0.175533 -0.161818
2.4 0 0.175058 -0.161379
2.5 0 0.174582 -0.160941
2.6 0 0.174107 -0.160503
2.7 0 0.173631 -0.160064
2.8 0 0.173156 -0.159626
2.9 0 0.17268 -0.159187
3 0 0.172205 -0.158749
3.1 0 0.171729 -0.158311
3.2 0 0.171253 -0.157872
3.3 0 0.170778 -0.157434
3.4 0 0.170302 -0.156995
3.5 0 0.169827 -0.156557
3.6 0 0.169351 -0.156119
3.7 0 0.168876 -0.15568
3.8 0 0.1684 -0.155242
3.9 0 0.167924 -0.154803
4 0 0.167449 -0.154365
4.1 0 0.166973 -0.153927
4.2 0 0.166498 -0.153488
4.3 0 0.166022 -0.15305
4.4 0 0.165547 -0.152611
